ensembl_id_mouse	gene_symbol	HGNC_symbol	ensembl_id_human	description
ENSMUSG00000035967	Ints6l	INTS6L	ENSG00000165359	integrator complex subunit 6 like [Source:MGI Symbol;Acc:MGI:2442593]
ENSMUSG00000015597	Zfp318	ZNF318	ENSG00000171467	zinc finger protein 318 [Source:MGI Symbol;Acc:MGI:1889348]
ENSMUSG00000057337	Chst3	CHST3	ENSG00000122863	carbohydrate sulfotransferase 3 [Source:MGI Symbol;Acc:MGI:1858224]
ENSMUSG00000030096	Slc6a6	SLC6A6	ENSG00000131389	solute carrier family 6 (neurotransmitter transporter, taurine), member 6 [Source:MGI Symbol;Acc:MGI:98488]
ENSMUSG00000026874	Hc	C5	ENSG00000106804	hemolytic complement [Source:MGI Symbol;Acc:MGI:96031]
ENSMUSG00000040118	Cacna2d1	CACNA2D1	ENSG00000153956	calcium channel, voltage-dependent, alpha2/delta subunit 1 [Source:MGI Symbol;Acc:MGI:88295]
ENSMUSG00000041538	H2-Ob	HLA-DOB	ENSG00000241106	histocompatibility 2, O region beta locus [Source:MGI Symbol;Acc:MGI:95925]
ENSMUSG00000031097	Tnni2	TNNI2	ENSG00000130598	troponin I, skeletal, fast 2 [Source:MGI Symbol;Acc:MGI:105070]
ENSMUSG00000030724	Cd19	CD19	ENSG00000177455	CD19 antigen [Source:MGI Symbol;Acc:MGI:88319]
ENSMUSG00000023953	Polh	POLH	ENSG00000170734	polymerase (DNA directed), eta (RAD 30 related) [Source:MGI Symbol;Acc:MGI:1891457]
ENSMUSG00000033373	Fntb	CHURC1-FNTB	ENSG00000125954	farnesyltransferase, CAAX box, beta [Source:MGI Symbol;Acc:MGI:1861305]
ENSMUSG00000033373	Fntb	FNTB	ENSG00000257365	farnesyltransferase, CAAX box, beta [Source:MGI Symbol;Acc:MGI:1861305]
ENSMUSG00000052302	Tbc1d30	TBC1D30	ENSG00000111490	TBC1 domain family, member 30 [Source:MGI Symbol;Acc:MGI:1921944]
ENSMUSG00000038187	Btbd10	BTBD10	ENSG00000148925	BTB (POZ) domain containing 10 [Source:MGI Symbol;Acc:MGI:1916065]
ENSMUSG00000014859	E2f4	E2F4	ENSG00000205250	E2F transcription factor 4 [Source:MGI Symbol;Acc:MGI:103012]
ENSMUSG00000058084	Olfr825	OR9K2	ENSG00000170605	olfactory receptor 825 [Source:MGI Symbol;Acc:MGI:3030659]
ENSMUSG00000030745	Il21r	IL21R	ENSG00000103522	interleukin 21 receptor [Source:MGI Symbol;Acc:MGI:1890475]
ENSMUSG00000003824	Syce2	SYCE2	ENSG00000161860	synaptonemal complex central element protein 2 [Source:MGI Symbol;Acc:MGI:1919096]
ENSMUSG00000055301	Adh7	ADH7	ENSG00000196344	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:MGI Symbol;Acc:MGI:87926]
ENSMUSG00000026975	Dph7	DPH7	ENSG00000148399	diphthamine biosynethesis 7 [Source:MGI Symbol;Acc:MGI:1914478]
ENSMUSG00000031731	Ap1g1	AP1G1	ENSG00000166747	adaptor protein complex AP-1, gamma 1 subunit [Source:MGI Symbol;Acc:MGI:101919]
ENSMUSG00000036782	Klhl13	KLHL13	ENSG00000003096	kelch-like 13 [Source:MGI Symbol;Acc:MGI:1914705]
ENSMUSG00000032652	Crebl2	CREBL2	ENSG00000111269	cAMP responsive element binding protein-like 2 [Source:MGI Symbol;Acc:MGI:1889385]
ENSMUSG00000029370	Rassf6	RASSF6	ENSG00000169435	Ras association (RalGDS/AF-6) domain family member 6 [Source:MGI Symbol;Acc:MGI:1920496]
ENSMUSG00000056605	Krt72	KRT72	ENSG00000170486	keratin 72 [Source:MGI Symbol;Acc:MGI:2146034]
ENSMUSG00000000701	Tcl1b5	TCL1B	ENSG00000213231	T cell leukemia/lymphoma 1B, 5 [Source:MGI Symbol;Acc:MGI:1351635]
ENSMUSG00000048376	F2r	F2R	ENSG00000181104	coagulation factor II (thrombin) receptor [Source:MGI Symbol;Acc:MGI:101802]
ENSMUSG00000030652	Coq7	COQ7	ENSG00000167186	demethyl-Q 7 [Source:MGI Symbol;Acc:MGI:107207]
ENSMUSG00000047642	D930020B18Rik	C12orf56	ENSG00000185306	RIKEN cDNA D930020B18 gene [Source:MGI Symbol;Acc:MGI:2442001]
ENSMUSG00000032745	Gpbp1	GPBP1	ENSG00000062194	GC-rich promoter binding protein 1 [Source:MGI Symbol;Acc:MGI:1920524]
ENSMUSG00000042118	Bhmt2	BHMT2	ENSG00000132840	betaine-homocysteine methyltransferase 2 [Source:MGI Symbol;Acc:MGI:1891379]
ENSMUSG00000023072	Cep89	CEP89	ENSG00000121289	centrosomal protein 89 [Source:MGI Symbol;Acc:MGI:1919390]
ENSMUSG00000032724	Abtb2	ABTB2	ENSG00000166016	ankyrin repeat and BTB (POZ) domain containing 2 [Source:MGI Symbol;Acc:MGI:2139365]
ENSMUSG00000003208	Yju2	YJU2	ENSG00000105248	YJU2 splicing factor [Source:MGI Symbol;Acc:MGI:1920136]
ENSMUSG00000033940	Brk1	BRK1	ENSG00000254999	BRICK1, SCAR/WAVE actin-nucleating complex subunit [Source:MGI Symbol;Acc:MGI:1915406]
ENSMUSG00000030630	Fah	FAH	ENSG00000103876	fumarylacetoacetate hydrolase [Source:MGI Symbol;Acc:MGI:95482]
ENSMUSG00000032763	Ilvbl	ILVBL	ENSG00000105135	ilvB (bacterial acetolactate synthase)-like [Source:MGI Symbol;Acc:MGI:1351911]
ENSMUSG00000019909	Fam162b	FAM162B	ENSG00000183807	family with sequence similarity 162, member B [Source:MGI Symbol;Acc:MGI:1924546]
ENSMUSG00000041696	Rasl12	RASL12	ENSG00000103710	RAS-like, family 12 [Source:MGI Symbol;Acc:MGI:1918034]
ENSMUSG00000055737	Ghr	GHR	ENSG00000112964	growth hormone receptor [Source:MGI Symbol;Acc:MGI:95708]
ENSMUSG00000049036	Tmem121	TMEM121	ENSG00000184986	transmembrane protein 121 [Source:MGI Symbol;Acc:MGI:1916445]
ENSMUSG00000025027	Xpnpep1	XPNPEP1	ENSG00000108039	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble [Source:MGI Symbol;Acc:MGI:2180003]
ENSMUSG00000025069	Gsto2	GSTO2	ENSG00000065621	glutathione S-transferase omega 2 [Source:MGI Symbol;Acc:MGI:1915464]
ENSMUSG00000043716	Rpl7	RPL7	ENSG00000147604	ribosomal protein L7 [Source:MGI Symbol;Acc:MGI:98073]
ENSMUSG00000021260	Hhipl1	HHIPL1	ENSG00000182218	hedgehog interacting protein-like 1 [Source:MGI Symbol;Acc:MGI:1919265]
ENSMUSG00000055088	Olfr354	OR1N2	ENSG00000171501	olfactory receptor 354 [Source:MGI Symbol;Acc:MGI:3030188]
ENSMUSG00000024580	Grpel2	GRPEL2	ENSG00000164284	GrpE-like 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1334416]
ENSMUSG00000028030	Tbck	TBCK	ENSG00000145348	TBC1 domain containing kinase [Source:MGI Symbol;Acc:MGI:2445052]
ENSMUSG00000001911	Nfix	NFIX	ENSG00000008441	nuclear factor I/X [Source:MGI Symbol;Acc:MGI:97311]
ENSMUSG00000037353	Letmd1	LETMD1	ENSG00000050426	LETM1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1915864]
ENSMUSG00000031255	Sytl4	SYTL4	ENSG00000102362	synaptotagmin-like 4 [Source:MGI Symbol;Acc:MGI:1351606]
ENSMUSG00000041566	Tssk1	TSSK1B	ENSG00000212122	testis-specific serine kinase 1 [Source:MGI Symbol;Acc:MGI:1347557]
ENSMUSG00000037921	Ddx60	DDX60	ENSG00000137628	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60 [Source:MGI Symbol;Acc:MGI:2384570]
ENSMUSG00000060591	Ifitm2	IFITM2	ENSG00000185201	interferon induced transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1933382]
ENSMUSG00000060591	Ifitm2	IFITM1	ENSG00000185885	interferon induced transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1933382]
ENSMUSG00000060591	Ifitm2	IFITM3	ENSG00000142089	interferon induced transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1933382]
ENSMUSG00000020109	Dnajb12	DNAJB12	ENSG00000148719	DnaJ heat shock protein family (Hsp40) member B12 [Source:MGI Symbol;Acc:MGI:1931881]
ENSMUSG00000040033	Stat2	STAT2	ENSG00000170581	signal transducer and activator of transcription 2 [Source:MGI Symbol;Acc:MGI:103039]
ENSMUSG00000019082	Slc25a22	SLC25A22	ENSG00000177542	solute carrier family 25 (mitochondrial carrier, glutamate), member 22 [Source:MGI Symbol;Acc:MGI:1915517]
ENSMUSG00000022377	Asap1	ASAP1	ENSG00000153317	ArfGAP with SH3 domain, ankyrin repeat and PH domain1 [Source:MGI Symbol;Acc:MGI:1342335]
ENSMUSG00000030763	Lcmt1	LCMT1	ENSG00000205629	leucine carboxyl methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1353593]
ENSMUSG00000055489	Ano5	ANO5	ENSG00000171714	anoctamin 5 [Source:MGI Symbol;Acc:MGI:3576659]
ENSMUSG00000053565	Eif3k	EIF3K	ENSG00000178982	eukaryotic translation initiation factor 3, subunit K [Source:MGI Symbol;Acc:MGI:1921080]
ENSMUSG00000029843	Slc13a4	SLC13A4	ENSG00000164707	solute carrier family 13 (sodium/sulfate symporters), member 4 [Source:MGI Symbol;Acc:MGI:2442367]
ENSMUSG00000020225	Tmbim4	TMBIM4	ENSG00000155957	transmembrane BAX inhibitor motif containing 4 [Source:MGI Symbol;Acc:MGI:1915462]
ENSMUSG00000025468	Caly	CALY	ENSG00000130643	calcyon neuron-specific vesicular protein [Source:MGI Symbol;Acc:MGI:1915816]
ENSMUSG00000059981	Taok2	TAOK2	ENSG00000149930	TAO kinase 2 [Source:MGI Symbol;Acc:MGI:1915919]
ENSMUSG00000028737	Aldh4a1	ALDH4A1	ENSG00000159423	aldehyde dehydrogenase 4 family, member A1 [Source:MGI Symbol;Acc:MGI:2443883]
ENSMUSG00000037075	Rnf139	RNF139	ENSG00000170881	ring finger protein 139 [Source:MGI Symbol;Acc:MGI:1923091]
ENSMUSG00000002012	Pnck	PNCK	ENSG00000130822	pregnancy upregulated non-ubiquitously expressed CaM kinase [Source:MGI Symbol;Acc:MGI:1347357]
ENSMUSG00000035692	Isg15	ISG15	ENSG00000187608	ISG15 ubiquitin-like modifier [Source:MGI Symbol;Acc:MGI:1855694]
ENSMUSG00000044477	Zfand3	ZFAND3	ENSG00000156639	zinc finger, AN1-type domain 3 [Source:MGI Symbol;Acc:MGI:1096572]
ENSMUSG00000038145	Snrk	SNRK	ENSG00000163788	SNF related kinase [Source:MGI Symbol;Acc:MGI:108104]
ENSMUSG00000021198	Unc79	UNC79	ENSG00000133958	unc-79 homolog [Source:MGI Symbol;Acc:MGI:2684729]
ENSMUSG00000030787	Lyve1	LYVE1	ENSG00000133800	lymphatic vessel endothelial hyaluronan receptor 1 [Source:MGI Symbol;Acc:MGI:2136348]
ENSMUSG00000024538	Ppic	PPIC	ENSG00000168938	peptidylprolyl isomerase C [Source:MGI Symbol;Acc:MGI:97751]
ENSMUSG00000054099	Slc25a40	SLC25A40	ENSG00000075303	solute carrier family 25, member 40 [Source:MGI Symbol;Acc:MGI:2442486]
ENSMUSG00000022244	Amacr	AMACR	ENSG00000242110	alpha-methylacyl-CoA racemase [Source:MGI Symbol;Acc:MGI:1098273]
ENSMUSG00000048617	Rtbdn	RTBDN	ENSG00000132026	retbindin [Source:MGI Symbol;Acc:MGI:2443686]
ENSMUSG00000033249	Hsf4	HSF4	ENSG00000102878	heat shock transcription factor 4 [Source:MGI Symbol;Acc:MGI:1347058]
ENSMUSG00000040549	Ckap5	CKAP5	ENSG00000175216	cytoskeleton associated protein 5 [Source:MGI Symbol;Acc:MGI:1923036]
ENSMUSG00000021622	Ckmt2	CKMT2	ENSG00000131730	creatine kinase, mitochondrial 2 [Source:MGI Symbol;Acc:MGI:1923972]
ENSMUSG00000021286	Zfyve21	ZFYVE21	ENSG00000100711	zinc finger, FYVE domain containing 21 [Source:MGI Symbol;Acc:MGI:1915770]
ENSMUSG00000027737	Slc7a11	SLC7A11	ENSG00000151012	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11 [Source:MGI Symbol;Acc:MGI:1347355]
ENSMUSG00000033579	Fa2h	FA2H	ENSG00000103089	fatty acid 2-hydroxylase [Source:MGI Symbol;Acc:MGI:2443327]
ENSMUSG00000026875	Traf1	TRAF1	ENSG00000056558	TNF receptor-associated factor 1 [Source:MGI Symbol;Acc:MGI:101836]
ENSMUSG00000022574	Naprt	NAPRT	ENSG00000147813	nicotinate phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:2442664]
ENSMUSG00000017765	Slc12a4	SLC12A4	ENSG00000124067	solute carrier family 12, member 4 [Source:MGI Symbol;Acc:MGI:1309465]
ENSMUSG00000019837	Gtf3c6	GTF3C6	ENSG00000155115	general transcription factor IIIC, polypeptide 6, alpha [Source:MGI Symbol;Acc:MGI:1914621]
ENSMUSG00000033610	Pank1	PANK1	ENSG00000152782	pantothenate kinase 1 [Source:MGI Symbol;Acc:MGI:1922985]
ENSMUSG00000047617	Paxx	PAXX	ENSG00000148362	non-homologous end joining factor [Source:MGI Symbol;Acc:MGI:2442831]
ENSMUSG00000002635	Pdcd2l	PDCD2L	ENSG00000126249	programmed cell death 2-like [Source:MGI Symbol;Acc:MGI:1915329]
ENSMUSG00000031605	Klhl2	KLHL2	ENSG00000109466	kelch-like 2, Mayven [Source:MGI Symbol;Acc:MGI:1924363]
ENSMUSG00000054309	Cpsf3	CPSF3	ENSG00000119203	cleavage and polyadenylation specificity factor 3 [Source:MGI Symbol;Acc:MGI:1859328]
ENSMUSG00000021884	Hacl1	HACL1	ENSG00000131373	2-hydroxyacyl-CoA lyase 1 [Source:MGI Symbol;Acc:MGI:1929657]
ENSMUSG00000024213	Nudt3	NUDT3	ENSG00000272325	nudix (nucleotide diphosphate linked moiety X)-type motif 3 [Source:MGI Symbol;Acc:MGI:1928484]
ENSMUSG00000046056	Sbsn	SBSN	ENSG00000189001	suprabasin [Source:MGI Symbol;Acc:MGI:2446326]
ENSMUSG00000025436	Atp23	ATP23	ENSG00000166896	ATP23 metallopeptidase and ATP synthase assembly factor homolog [Source:MGI Symbol;Acc:MGI:1916984]
ENSMUSG00000033419	Snap91	SNAP91	ENSG00000065609	synaptosomal-associated protein 91 [Source:MGI Symbol;Acc:MGI:109132]
ENSMUSG00000026816	Gtf3c5	GTF3C5	ENSG00000148308	general transcription factor IIIC, polypeptide 5 [Source:MGI Symbol;Acc:MGI:1917489]
ENSMUSG00000021754	Map3k1	MAP3K1	ENSG00000095015	mitogen-activated protein kinase kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346872]
ENSMUSG00000051355	Commd1	COMMD1	ENSG00000173163	COMM domain containing 1 [Source:MGI Symbol;Acc:MGI:109474]
ENSMUSG00000031790	Mmp15	MMP15	ENSG00000102996	matrix metallopeptidase 15 [Source:MGI Symbol;Acc:MGI:109320]
ENSMUSG00000008206	Cers4	CERS4	ENSG00000090661	ceramide synthase 4 [Source:MGI Symbol;Acc:MGI:1914510]
ENSMUSG00000059203	Il1rapl2	IL1RAPL2	ENSG00000189108	interleukin 1 receptor accessory protein-like 2 [Source:MGI Symbol;Acc:MGI:1913106]
ENSMUSG00000058503	Fam133b	FAM133B	ENSG00000234545	family with sequence similarity 133, member B [Source:MGI Symbol;Acc:MGI:1915402]
ENSMUSG00000031772	Cntnap4	CNTNAP4	ENSG00000152910	contactin associated protein-like 4 [Source:MGI Symbol;Acc:MGI:2183572]
ENSMUSG00000031029	Eif3f	EIF3F	ENSG00000175390	eukaryotic translation initiation factor 3, subunit F [Source:MGI Symbol;Acc:MGI:1913335]
ENSMUSG00000042364	Snx18	SNX18	ENSG00000178996	sorting nexin 18 [Source:MGI Symbol;Acc:MGI:2137642]
ENSMUSG00000018398	Septin8	SEPTIN8	ENSG00000164402	septin 8 [Source:MGI Symbol;Acc:MGI:894310]
ENSMUSG00000029319	Coq2	COQ2	ENSG00000173085	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase [Source:MGI Symbol;Acc:MGI:1919133]
ENSMUSG00000045657	Pcdhb10	PCDHB5	ENSG00000113209	protocadherin beta 10 [Source:MGI Symbol;Acc:MGI:2136745]
ENSMUSG00000043252	Tmem64	TMEM64	ENSG00000180694	transmembrane protein 64 [Source:MGI Symbol;Acc:MGI:2140359]
ENSMUSG00000042401	Crtac1	CRTAC1	ENSG00000095713	cartilage acidic protein 1 [Source:MGI Symbol;Acc:MGI:1920082]
ENSMUSG00000026974	Zmynd19	ZMYND19	ENSG00000165724	zinc finger, MYND domain containing 19 [Source:MGI Symbol;Acc:MGI:1914437]
ENSMUSG00000029711	Epo	EPO	ENSG00000130427	erythropoietin [Source:MGI Symbol;Acc:MGI:95407]
ENSMUSG00000035829	Ppp1r26	PPP1R26	ENSG00000196422	protein phosphatase 1, regulatory subunit 26 [Source:MGI Symbol;Acc:MGI:2685193]
ENSMUSG00000023031	Cela1	CELA1	ENSG00000139610	chymotrypsin-like elastase family, member 1 [Source:MGI Symbol;Acc:MGI:95314]
ENSMUSG00000043807	Ly6g5b	LY6G5B	ENSG00000240053	lymphocyte antigen 6 complex, locus G5B [Source:MGI Symbol;Acc:MGI:2385809]
ENSMUSG00000040919	4930505A04Rik	C2orf73	ENSG00000177994	RIKEN cDNA 4930505A04 gene [Source:MGI Symbol;Acc:MGI:1922337]
ENSMUSG00000020458	Rtn4	RTN4	ENSG00000115310	reticulon 4 [Source:MGI Symbol;Acc:MGI:1915835]
ENSMUSG00000024340	Btnl2	BTNL2	ENSG00000204290	butyrophilin-like 2 [Source:MGI Symbol;Acc:MGI:1859549]
ENSMUSG00000058740	Kcnt1	KCNT1	ENSG00000107147	potassium channel, subfamily T, member 1 [Source:MGI Symbol;Acc:MGI:1924627]
ENSMUSG00000001794	Capns1	CAPNS1	ENSG00000126247	calpain, small subunit 1 [Source:MGI Symbol;Acc:MGI:88266]
ENSMUSG00000058498	Rnf207	RNF207	ENSG00000158286	ring finger protein 207 [Source:MGI Symbol;Acc:MGI:2684989]
ENSMUSG00000036961	Wnt8b	WNT8B	ENSG00000075290	wingless-type MMTV integration site family, member 8B [Source:MGI Symbol;Acc:MGI:109485]
ENSMUSG00000029759	Pon3	PON3	ENSG00000105852	paraoxonase 3 [Source:MGI Symbol;Acc:MGI:106686]
ENSMUSG00000055538	Zcchc24	ZCCHC24	ENSG00000165424	zinc finger, CCHC domain containing 24 [Source:MGI Symbol;Acc:MGI:1919168]
ENSMUSG00000021290	Atp5mpl	ATP5MPL	ENSG00000156411	ATP synthase membrane subunit 6.8PL [Source:MGI Symbol;Acc:MGI:1917507]
ENSMUSG00000032530	Lyzl4	LYZL4	ENSG00000157093	lysozyme-like 4 [Source:MGI Symbol;Acc:MGI:1916282]
ENSMUSG00000041301	Cftr	CFTR	ENSG00000001626	cystic fibrosis transmembrane conductance regulator [Source:MGI Symbol;Acc:MGI:88388]
ENSMUSG00000030530	Furin	FURIN	ENSG00000140564	furin (paired basic amino acid cleaving enzyme) [Source:MGI Symbol;Acc:MGI:97513]
ENSMUSG00000031786	Drc7	DRC7	ENSG00000159625	dynein regulatory complex subunit 7 [Source:MGI Symbol;Acc:MGI:2685616]
ENSMUSG00000004070	Hmox2	HMOX2	ENSG00000103415	heme oxygenase 2 [Source:MGI Symbol;Acc:MGI:109373]
ENSMUSG00000060038	Dhps	DHPS	ENSG00000095059	deoxyhypusine synthase [Source:MGI Symbol;Acc:MGI:2683592]
ENSMUSG00000025337	Sbds	SBDS	ENSG00000126524	SBDS ribosome maturation factor [Source:MGI Symbol;Acc:MGI:1913961]
ENSMUSG00000045165	AI467606	C16orf54	ENSG00000185905	expressed sequence AI467606 [Source:MGI Symbol;Acc:MGI:2141979]
ENSMUSG00000012123	Crybg2	CRYBG2	ENSG00000176092	crystallin beta-gamma domain containing 2 [Source:MGI Symbol;Acc:MGI:1334463]
ENSMUSG00000025047	Pdcd11	PDCD11	ENSG00000148843	programmed cell death 11 [Source:MGI Symbol;Acc:MGI:1341788]
ENSMUSG00000030793	Pycard	PYCARD	ENSG00000103490	PYD and CARD domain containing [Source:MGI Symbol;Acc:MGI:1931465]
ENSMUSG00000051557	Pusl1	PUSL1	ENSG00000169972	pseudouridylate synthase-like 1 [Source:MGI Symbol;Acc:MGI:3047787]
ENSMUSG00000029923	Rab19	RAB19	ENSG00000146955	RAB19, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:103292]
ENSMUSG00000001424	Snd1	SND1	ENSG00000197157	staphylococcal nuclease and tudor domain containing 1 [Source:MGI Symbol;Acc:MGI:1929266]
ENSMUSG00000032423	Syncrip	SYNCRIP	ENSG00000135316	synaptotagmin binding, cytoplasmic RNA interacting protein [Source:MGI Symbol;Acc:MGI:1891690]
ENSMUSG00000034245	Hdac11	HDAC11	ENSG00000163517	histone deacetylase 11 [Source:MGI Symbol;Acc:MGI:2385252]
ENSMUSG00000028857	Tmem222	TMEM222	ENSG00000186501	transmembrane protein 222 [Source:MGI Symbol;Acc:MGI:1098568]
ENSMUSG00000034224	Slc38a8	SLC38A8	ENSG00000166558	solute carrier family 38, member 8 [Source:MGI Symbol;Acc:MGI:2685433]
ENSMUSG00000034482	Ly6g5c	LY6G5C	ENSG00000204428	lymphocyte antigen 6 complex, locus G5C [Source:MGI Symbol;Acc:MGI:2148974]
ENSMUSG00000040029	Ipo8	IPO8	ENSG00000133704	importin 8 [Source:MGI Symbol;Acc:MGI:2444611]
ENSMUSG00000020124	Usp15	USP15	ENSG00000135655	ubiquitin specific peptidase 15 [Source:MGI Symbol;Acc:MGI:101857]
ENSMUSG00000036057	Ptpn23	PTPN23	ENSG00000076201	protein tyrosine phosphatase, non-receptor type 23 [Source:MGI Symbol;Acc:MGI:2144837]
ENSMUSG00000038225	Primpol	PRIMPOL	ENSG00000164306	primase and polymerase (DNA-directed) [Source:MGI Symbol;Acc:MGI:3603756]
ENSMUSG00000030091	Nup210	NUP210	ENSG00000132182	nucleoporin 210 [Source:MGI Symbol;Acc:MGI:1859555]
ENSMUSG00000043843	Tmem145	TMEM145	ENSG00000167619	transmembrane protein 145 [Source:MGI Symbol;Acc:MGI:3607779]
ENSMUSG00000025393	Atp5b	ATP5F1B	ENSG00000110955	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit [Source:MGI Symbol;Acc:MGI:107801]
ENSMUSG00000021131	Erh	ERH	ENSG00000100632	ERH mRNA splicing and mitosis factor [Source:MGI Symbol;Acc:MGI:108089]
ENSMUSG00000038244	Mical2	MICAL2	ENSG00000133816	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:MGI Symbol;Acc:MGI:2444947]
ENSMUSG00000045107	Saysd1	SAYSD1	ENSG00000112167	SAYSVFN motif domain containing 1 [Source:MGI Symbol;Acc:MGI:1914759]
ENSMUSG00000030638	Sh3gl3	SH3GL3	ENSG00000140600	SH3-domain GRB2-like 3 [Source:MGI Symbol;Acc:MGI:700011]
ENSMUSG00000020471	Pold2	POLD2	ENSG00000106628	polymerase (DNA directed), delta 2, regulatory subunit [Source:MGI Symbol;Acc:MGI:1097163]
ENSMUSG00000025512	Chid1	CHID1	ENSG00000177830	chitinase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915288]
ENSMUSG00000039385	Cdh6	CDH6	ENSG00000113361	cadherin 6 [Source:MGI Symbol;Acc:MGI:107435]
ENSMUSG00000034826	Nup54	NUP54	ENSG00000138750	nucleoporin 54 [Source:MGI Symbol;Acc:MGI:1920460]
ENSMUSG00000050410	Tcf19	TCF19	ENSG00000137310	transcription factor 19 [Source:MGI Symbol;Acc:MGI:103180]
ENSMUSG00000005611	Mrvi1	IRAG1	ENSG00000072952	MRV integration site 1 [Source:MGI Symbol;Acc:MGI:1338023]
ENSMUSG00000005125	Ndrg1	NDRG1	ENSG00000104419	N-myc downstream regulated gene 1 [Source:MGI Symbol;Acc:MGI:1341799]
ENSMUSG00000019945	Cabcoco1	CABCOCO1	ENSG00000183346	ciliary associated calcium binding coiled-coil 1 [Source:MGI Symbol;Acc:MGI:1920537]
ENSMUSG00000026336	Slco6d1	SLCO6A1	ENSG00000205359	solute carrier organic anion transporter family, member 6d1 [Source:MGI Symbol;Acc:MGI:1918116]
ENSMUSG00000006315	Tmem147	TMEM147	ENSG00000105677	transmembrane protein 147 [Source:MGI Symbol;Acc:MGI:1915011]
ENSMUSG00000036980	Taf6	TAF6	ENSG00000106290	TATA-box binding protein associated factor 6 [Source:MGI Symbol;Acc:MGI:109129]
ENSMUSG00000030423	Pop4	POP4	ENSG00000105171	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913411]
ENSMUSG00000031919	Tmed6	TMED6	ENSG00000157315	transmembrane p24 trafficking protein 6 [Source:MGI Symbol;Acc:MGI:1913519]
ENSMUSG00000002345	Borcs8	BORCS8	ENSG00000254901	BLOC-1 related complex subunit 8 [Source:MGI Symbol;Acc:MGI:1919618]
ENSMUSG00000040254	Sema3d	SEMA3D	ENSG00000153993	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D [Source:MGI Symbol;Acc:MGI:1860118]
ENSMUSG00000037225	Fgf2	FGF2	ENSG00000138685	fibroblast growth factor 2 [Source:MGI Symbol;Acc:MGI:95516]
ENSMUSG00000057706	Mex3b	MEX3B	ENSG00000183496	mex3 RNA binding family member B [Source:MGI Symbol;Acc:MGI:1918252]
ENSMUSG00000022559	Fbxl6	FBXL6	ENSG00000182325	F-box and leucine-rich repeat protein 6 [Source:MGI Symbol;Acc:MGI:1354705]
ENSMUSG00000040978	Gm11992	C7orf57	ENSG00000164746	predicted gene 11992 [Source:MGI Symbol;Acc:MGI:3651127]
ENSMUSG00000001739	Cldn15	CLDN15	ENSG00000106404	claudin 15 [Source:MGI Symbol;Acc:MGI:1913103]
ENSMUSG00000030666	Calcb	CALCB	ENSG00000175868	calcitonin-related polypeptide, beta [Source:MGI Symbol;Acc:MGI:2151254]
ENSMUSG00000031951	Tmem231	TMEM231	ENSG00000205084	transmembrane protein 231 [Source:MGI Symbol;Acc:MGI:2685024]
ENSMUSG00000032596	Uba7	UBA7	ENSG00000182179	ubiquitin-like modifier activating enzyme 7 [Source:MGI Symbol;Acc:MGI:1349462]
ENSMUSG00000025034	Trim8	TRIM8	ENSG00000171206	tripartite motif-containing 8 [Source:MGI Symbol;Acc:MGI:1933302]
ENSMUSG00000036264	Fstl4	FSTL4	ENSG00000053108	follistatin-like 4 [Source:MGI Symbol;Acc:MGI:2443199]
ENSMUSG00000032495	Lrrc2	LRRC2	ENSG00000163827	leucine rich repeat containing 2 [Source:MGI Symbol;Acc:MGI:1921499]
ENSMUSG00000021236	Entpd5	ENTPD5	ENSG00000187097	ectonucleoside triphosphate diphosphohydrolase 5 [Source:MGI Symbol;Acc:MGI:1321385]
ENSMUSG00000003200	Sh3gl1	SH3GL1	ENSG00000141985	SH3-domain GRB2-like 1 [Source:MGI Symbol;Acc:MGI:700010]
ENSMUSG00000006642	Tcf23	TCF23	ENSG00000163792	transcription factor 23 [Source:MGI Symbol;Acc:MGI:1934960]
ENSMUSG00000030301	Ccdc91	CCDC91	ENSG00000123106	coiled-coil domain containing 91 [Source:MGI Symbol;Acc:MGI:1914265]
ENSMUSG00000020075	Ddx21	DDX21	ENSG00000165732	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21 [Source:MGI Symbol;Acc:MGI:1860494]
